lane_barcode	hgsc_xfer_subdir	batch	sample_id_nwd_id	run_name	current_cram_name	new_cram_name	result_path	cram_path
HGGWMCCXY-3	TMSOL	TMSOL_batch24a	NWD854023	171219_ST-E00212_0658_AHGGWMCCXY_3	HGGWMCCXY-3.hgv.cram	NWD854023-HGGWMCCXY-3.hgv.cram	/stornext/snfs160/next-gen/Illumina/Instruments/E00212/171219_ST-E00212_0658_AHGGWMCCXY/Results/Project_HGGWMCCXY/Sample_HGGWMCCXY-3	/stornext/snfs160/next-gen/Illumina/Instruments/E00212/171219_ST-E00212_0658_AHGGWMCCXY/Results/Project_HGGWMCCXY/Sample_HGGWMCCXY-3/HGGWMCCXY-3.hgv.cram
HGHMMCCXY-1	TMSOL	TMSOL_batch24a	NWD772557	171219_ST-E00212_0659_BHGHMMCCXY_1	HGHMMCCXY-1.hgv.cram	NWD772557-HGHMMCCXY-1.hgv.cram	/stornext/snfs160/next-gen/Illumina/Instruments/E00212/171219_ST-E00212_0659_BHGHMMCCXY/Results/Project_HGHMMCCXY/Sample_HGHMMCCXY-1	/stornext/snfs160/next-gen/Illumina/Instruments/E00212/171219_ST-E00212_0659_BHGHMMCCXY/Results/Project_HGHMMCCXY/Sample_HGHMMCCXY-1/HGHMMCCXY-1.hgv.cram
HGHYVCCXY-2	TMSOL	TMSOL_batch24a	NWD642599	171220_E00538_0172_AHGHYVCCXY_2	HGHYVCCXY-2.hgv.cram	NWD642599-HGHYVCCXY-2.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-2	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-2/HGHYVCCXY-2.hgv.cram
HGHYVCCXY-8	TMSOL	TMSOL_batch24a	NWD722223	171220_E00538_0172_AHGHYVCCXY_8	HGHYVCCXY-8.hgv.cram	NWD722223-HGHYVCCXY-8.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-8	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-8/HGHYVCCXY-8.hgv.cram
HGHYVCCXY-5	TMSOL	TMSOL_batch24a	NWD149340	171220_E00538_0172_AHGHYVCCXY_5	HGHYVCCXY-5.hgv.cram	NWD149340-HGHYVCCXY-5.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-5	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-5/HGHYVCCXY-5.hgv.cram
HGHYVCCXY-4	TMSOL	TMSOL_batch24a	NWD575145	171220_E00538_0172_AHGHYVCCXY_4	HGHYVCCXY-4.hgv.cram	NWD575145-HGHYVCCXY-4.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-4	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-4/HGHYVCCXY-4.hgv.cram
HGHYVCCXY-7	TMSOL	TMSOL_batch24a	NWD880600	171220_E00538_0172_AHGHYVCCXY_7	HGHYVCCXY-7.hgv.cram	NWD880600-HGHYVCCXY-7.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-7	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-7/HGHYVCCXY-7.hgv.cram
HGHYVCCXY-1	TMSOL	TMSOL_batch24a	NWD586469	171220_E00538_0172_AHGHYVCCXY_1	HGHYVCCXY-1.hgv.cram	NWD586469-HGHYVCCXY-1.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-1	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-1/HGHYVCCXY-1.hgv.cram
HGHYVCCXY-3	TMSOL	TMSOL_batch24a	NWD788762	171220_E00538_0172_AHGHYVCCXY_3	HGHYVCCXY-3.hgv.cram	NWD788762-HGHYVCCXY-3.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-3	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-3/HGHYVCCXY-3.hgv.cram
HGHYVCCXY-6	TMSOL	TMSOL_batch24a	NWD864465	171220_E00538_0172_AHGHYVCCXY_6	HGHYVCCXY-6.hgv.cram	NWD864465-HGHYVCCXY-6.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-6	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0172_AHGHYVCCXY/Results/Project_HGHYVCCXY/Sample_HGHYVCCXY-6/HGHYVCCXY-6.hgv.cram
HHGGTCCXY-3	TMSOL	TMSOL_batch24a	NWD214626	171223_E00546_0258_BHHGGTCCXY_3	HHGGTCCXY-3.hgv.cram	NWD214626-HHGGTCCXY-3.hgv.cram	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-3	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-3/HHGGTCCXY-3.hgv.cram
HHGGTCCXY-7	TMSOL	TMSOL_batch24a	NWD844951	171223_E00546_0258_BHHGGTCCXY_7	HHGGTCCXY-7.hgv.cram	NWD844951-HHGGTCCXY-7.hgv.cram	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-7	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-7/HHGGTCCXY-7.hgv.cram
HHGGTCCXY-2	TMSOL	TMSOL_batch24a	NWD951880	171223_E00546_0258_BHHGGTCCXY_2	HHGGTCCXY-2.hgv.cram	NWD951880-HHGGTCCXY-2.hgv.cram	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-2	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-2/HHGGTCCXY-2.hgv.cram
HHGGTCCXY-5	TMSOL	TMSOL_batch24a	NWD432724	171223_E00546_0258_BHHGGTCCXY_5	HHGGTCCXY-5.hgv.cram	NWD432724-HHGGTCCXY-5.hgv.cram	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-5	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-5/HHGGTCCXY-5.hgv.cram
HHGGTCCXY-4	TMSOL	TMSOL_batch24a	NWD952596	171223_E00546_0258_BHHGGTCCXY_4	HHGGTCCXY-4.hgv.cram	NWD952596-HHGGTCCXY-4.hgv.cram	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-4	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-4/HHGGTCCXY-4.hgv.cram
HHGGTCCXY-1	TMSOL	TMSOL_batch24a	NWD854174	171223_E00546_0258_BHHGGTCCXY_1	HHGGTCCXY-1.hgv.cram	NWD854174-HHGGTCCXY-1.hgv.cram	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-1	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-1/HHGGTCCXY-1.hgv.cram
HHGGTCCXY-8	TMSOL	TMSOL_batch24a	NWD580071	171223_E00546_0258_BHHGGTCCXY_8	HHGGTCCXY-8.hgv.cram	NWD580071-HHGGTCCXY-8.hgv.cram	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-8	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-8/HHGGTCCXY-8.hgv.cram
HHGGTCCXY-6	TMSOL	TMSOL_batch24a	NWD644080	171223_E00546_0258_BHHGGTCCXY_6	HHGGTCCXY-6.hgv.cram	NWD644080-HHGGTCCXY-6.hgv.cram	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-6	/stornext/snfs140/next-gen/Illumina/Instruments/E00546/171223_E00546_0258_BHHGGTCCXY/Results/Project_HHGGTCCXY/Sample_HHGGTCCXY-6/HHGGTCCXY-6.hgv.cram
HGHJJCCXY-7	TMSOL	TMSOL_batch24a	NWD458997	171220_E00538_0173_BHGHJJCCXY_7	HGHJJCCXY-7.hgv.cram	NWD458997-HGHJJCCXY-7.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-7	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-7/HGHJJCCXY-7.hgv.cram
HGHJJCCXY-6	TMSOL	TMSOL_batch24a	NWD805363	171220_E00538_0173_BHGHJJCCXY_6	HGHJJCCXY-6.hgv.cram	NWD805363-HGHJJCCXY-6.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-6	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-6/HGHJJCCXY-6.hgv.cram
HGHJJCCXY-8	TMSOL	TMSOL_batch24a	NWD424334	171220_E00538_0173_BHGHJJCCXY_8	HGHJJCCXY-8.hgv.cram	NWD424334-HGHJJCCXY-8.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-8	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-8/HGHJJCCXY-8.hgv.cram
HGHJJCCXY-2	TMSOL	TMSOL_batch24a	NWD672202	171220_E00538_0173_BHGHJJCCXY_2	HGHJJCCXY-2.hgv.cram	NWD672202-HGHJJCCXY-2.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-2	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-2/HGHJJCCXY-2.hgv.cram
HGHJJCCXY-4	TMSOL	TMSOL_batch24a	NWD418210	171220_E00538_0173_BHGHJJCCXY_4	HGHJJCCXY-4.hgv.cram	NWD418210-HGHJJCCXY-4.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-4	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-4/HGHJJCCXY-4.hgv.cram
HGHJJCCXY-1	TMSOL	TMSOL_batch24a	NWD220365	171220_E00538_0173_BHGHJJCCXY_1	HGHJJCCXY-1.hgv.cram	NWD220365-HGHJJCCXY-1.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-1	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-1/HGHJJCCXY-1.hgv.cram
HGHJJCCXY-5	TMSOL	TMSOL_batch24a	NWD954783	171220_E00538_0173_BHGHJJCCXY_5	HGHJJCCXY-5.hgv.cram	NWD954783-HGHJJCCXY-5.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-5	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-5/HGHJJCCXY-5.hgv.cram
HGHJJCCXY-3	TMSOL	TMSOL_batch24a	NWD311770	171220_E00538_0173_BHGHJJCCXY_3	HGHJJCCXY-3.hgv.cram	NWD311770-HGHJJCCXY-3.hgv.cram	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-3	/stornext/snfs150/next-gen/Illumina/Instruments/E00538/171220_E00538_0173_BHGHJJCCXY/Results/Project_HGHJJCCXY/Sample_HGHJJCCXY-3/HGHJJCCXY-3.hgv.cram
HGTJMCCXY-5	TMSOL	TMSOL_batch24a	NWD523493	171225_ST-E00238_0629_AHGTJMCCXY_5	HGTJMCCXY-5.hgv.cram	NWD523493-HGTJMCCXY-5.hgv.cram	/stornext/snfs100/next-gen/Illumina/Instruments/E00238/171225_ST-E00238_0629_AHGTJMCCXY/Results/Project_HGTJMCCXY/Sample_HGTJMCCXY-5	/stornext/snfs100/next-gen/Illumina/Instruments/E00238/171225_ST-E00238_0629_AHGTJMCCXY/Results/Project_HGTJMCCXY/Sample_HGTJMCCXY-5/HGTJMCCXY-5.hgv.cram
HGTJMCCXY-4	TMSOL	TMSOL_batch24a	NWD359724	171225_ST-E00238_0629_AHGTJMCCXY_4	HGTJMCCXY-4.hgv.cram	NWD359724-HGTJMCCXY-4.hgv.cram	/stornext/snfs100/next-gen/Illumina/Instruments/E00238/171225_ST-E00238_0629_AHGTJMCCXY/Results/Project_HGTJMCCXY/Sample_HGTJMCCXY-4	/stornext/snfs100/next-gen/Illumina/Instruments/E00238/171225_ST-E00238_0629_AHGTJMCCXY/Results/Project_HGTJMCCXY/Sample_HGTJMCCXY-4/HGTJMCCXY-4.hgv.cram
HGTJMCCXY-7	TMSOL	TMSOL_batch24a	NWD589083	171225_ST-E00238_0629_AHGTJMCCXY_7	HGTJMCCXY-7.hgv.cram	NWD589083-HGTJMCCXY-7.hgv.cram	/stornext/snfs100/next-gen/Illumina/Instruments/E00238/171225_ST-E00238_0629_AHGTJMCCXY/Results/Project_HGTJMCCXY/Sample_HGTJMCCXY-7	/stornext/snfs100/next-gen/Illumina/Instruments/E00238/171225_ST-E00238_0629_AHGTJMCCXY/Results/Project_HGTJMCCXY/Sample_HGTJMCCXY-7/HGTJMCCXY-7.hgv.cram
HGTJMCCXY-3	TMSOL	TMSOL_batch24a	NWD272971	171225_ST-E00238_0629_AHGTJMCCXY_3	HGTJMCCXY-3.hgv.cram	NWD272971-HGTJMCCXY-3.hgv.cram	/stornext/snfs100/next-gen/Illumina/Instruments/E00238/171225_ST-E00238_0629_AHGTJMCCXY/Results/Project_HGTJMCCXY/Sample_HGTJMCCXY-3	/stornext/snfs100/next-gen/Illumina/Instruments/E00238/171225_ST-E00238_0629_AHGTJMCCXY/Results/Project_HGTJMCCXY/Sample_HGTJMCCXY-3/HGTJMCCXY-3.hgv.cram
HGTJMCCXY-6	TMSOL	TMSOL_batch24a	NWD534767	171225_ST-E00238_0629_AHGTJMCCXY_6	HGTJMCCXY-6.hgv.cram	NWD534767-HGTJMCCXY-6.hgv.cram	/stornext/snfs100/next-gen/Illumina/Instruments/E00238/171225_ST-E00238_0629_AHGTJMCCXY/Results/Project_HGTJMCCXY/Sample_HGTJMCCXY-6	/stornext/snfs100/next-gen/Illumina/Instruments/E00238/171225_ST-E00238_0629_AHGTJMCCXY/Results/Project_HGTJMCCXY/Sample_HGTJMCCXY-6/HGTJMCCXY-6.hgv.cram
HGTJMCCXY-8	TMSOL	TMSOL_batch24a	NWD650191	171225_ST-E00238_0629_AHGTJMCCXY_8	HGTJMCCXY-8.hgv.cram	NWD650191-HGTJMCCXY-8.hgv.cram	/stornext/snfs100/next-gen/Illumina/Instruments/E00238/171225_ST-E00238_0629_AHGTJMCCXY/Results/Project_HGTJMCCXY/Sample_HGTJMCCXY-8	/stornext/snfs100/next-gen/Illumina/Instruments/E00238/171225_ST-E00238_0629_AHGTJMCCXY/Results/Project_HGTJMCCXY/Sample_HGTJMCCXY-8/HGTJMCCXY-8.hgv.cram
